[DEVICE] Using cuda
Starting learning
Epoch: 1, Accuracy: 30.834564254062037%, Training loss: 1.9571079015731812
Epoch: 63, Accuracy: 96.67651403249631%, Training loss: 0.10474182665348053
Epoch: 64, Accuracy: 96.19645494830132%, Training loss: 0.0874481201171875
Epoch: 65, Accuracy: 96.93500738552437%, Training loss: 0.08714183419942856
Epoch: 66, Accuracy: 96.71344165435745%, Training loss: 0.08763889968395233
Epoch: 67, Accuracy: 96.67651403249631%, Training loss: 0.083978071808815
Epoch: 68, Accuracy: 96.60265878877401%, Training loss: 0.09203736484050751
Epoch: 69, Accuracy: 97.11964549483014%, Training loss: 0.09035196900367737
Epoch: 70, Accuracy: 96.34416543574594%, Training loss: 0.09217747300863266
Epoch: 71, Accuracy: 96.82422451994091%, Training loss: 0.0871398001909256
Epoch: 72, Accuracy: 96.15952732644018%, Training loss: 0.0809708684682846
Epoch: 73, Accuracy: 97.26735598227474%, Training loss: 0.08274687081575394
Epoch: 74, Accuracy: 96.60265878877401%, Training loss: 0.086552694439888
Epoch: 75, Accuracy: 97.30428360413589%, Training loss: 0.08436708152294159
Epoch: 76, Accuracy: 97.4519940915805%, Training loss: 0.0800154060125351
Epoch: 77, Accuracy: 97.41506646971935%, Training loss: 0.08374834805727005
Epoch: 78, Accuracy: 97.23042836041358%, Training loss: 0.07478164881467819
Epoch: 79, Accuracy: 97.34121122599704%, Training loss: 0.06499392539262772
Epoch: 80, Accuracy: 97.34121122599704%, Training loss: 0.07313627749681473
Epoch: 81, Accuracy: 97.67355982274742%, Training loss: 0.06881449371576309
Epoch: 82, Accuracy: 97.63663220088627%, Training loss: 0.0717315524816513
Epoch: 83, Accuracy: 97.19350073855244%, Training loss: 0.07099521905183792
Epoch: 84, Accuracy: 96.86115214180207%, Training loss: 0.07056988775730133
Epoch: 85, Accuracy: 97.59970457902511%, Training loss: 0.06646835803985596
Epoch: 86, Accuracy: 97.19350073855244%, Training loss: 0.07131743431091309
Epoch: 87, Accuracy: 97.41506646971935%, Training loss: 0.06525742262601852
Epoch: 88, Accuracy: 97.08271787296898%, Training loss: 0.06644894927740097
Epoch: 89, Accuracy: 97.71048744460856%, Training loss: 0.0691545307636261
Epoch: 90, Accuracy: 97.67355982274742%, Training loss: 0.06063717231154442
Epoch: 91, Accuracy: 97.08271787296898%, Training loss: 0.06981558352708817
Epoch: 92, Accuracy: 97.52584933530281%, Training loss: 0.06617657095193863
Epoch: 93, Accuracy: 97.3781388478582%, Training loss: 0.05737398937344551
Epoch: 94, Accuracy: 98.19054652880355%, Training loss: 0.07143601775169373
Epoch: 95, Accuracy: 97.85819793205317%, Training loss: 0.06500842422246933
Epoch: 96, Accuracy: 97.4519940915805%, Training loss: 0.05930978059768677
Epoch: 97, Accuracy: 97.89512555391433%, Training loss: 0.05908671393990517
Epoch: 98, Accuracy: 97.56277695716396%, Training loss: 0.054490432143211365
Epoch: 99, Accuracy: 97.4519940915805%, Training loss: 0.058371663093566895
Epoch: 100, Accuracy: 98.1536189069424%, Training loss: 0.06618116796016693
Epoch: 101, Accuracy: 98.07976366322009%, Training loss: 0.057969819754362106
Epoch: 102, Accuracy: 97.4519940915805%, Training loss: 0.06122593581676483
Epoch: 103, Accuracy: 97.78434268833087%, Training loss: 0.05549013614654541
Epoch: 104, Accuracy: 97.67355982274742%, Training loss: 0.06660106778144836
Epoch: 105, Accuracy: 97.74741506646971%, Training loss: 0.05800147354602814
Epoch: 106, Accuracy: 97.3781388478582%, Training loss: 0.05856752768158913
Epoch: 107, Accuracy: 97.3781388478582%, Training loss: 0.06538587063550949
Epoch: 108, Accuracy: 97.89512555391433%, Training loss: 0.06779314577579498
Epoch: 109, Accuracy: 97.78434268833087%, Training loss: 0.05836206302046776
Epoch: 110, Accuracy: 98.07976366322009%, Training loss: 0.05725788325071335
Epoch: 111, Accuracy: 97.4519940915805%, Training loss: 0.05733424797654152
Epoch: 112, Accuracy: 97.63663220088627%, Training loss: 0.052428290247917175
Epoch: 113, Accuracy: 98.22747415066469%, Training loss: 0.05575533211231232
Epoch: 114, Accuracy: 97.96898079763663%, Training loss: 0.05397128313779831
Epoch: 115, Accuracy: 97.56277695716396%, Training loss: 0.04619557037949562
Epoch: 116, Accuracy: 97.78434268833087%, Training loss: 0.049727972596883774
Epoch: 117, Accuracy: 98.04283604135894%, Training loss: 0.05842314660549164
Epoch: 118, Accuracy: 97.63663220088627%, Training loss: 0.051764123141765594
Epoch: 119, Accuracy: 97.85819793205317%, Training loss: 0.051256854087114334
Epoch: 120, Accuracy: 97.82127031019202%, Training loss: 0.05322236195206642
Epoch: 121, Accuracy: 98.04283604135894%, Training loss: 0.055928297340869904
Epoch: 122, Accuracy: 98.22747415066469%, Training loss: 0.046425241976976395
Epoch: 123, Accuracy: 98.11669128508125%, Training loss: 0.05864938721060753
Epoch: 124, Accuracy: 98.41211225997046%, Training loss: 0.050217155367136
Epoch: 125, Accuracy: 97.89512555391433%, Training loss: 0.0565854050219059
Epoch: 126, Accuracy: 98.19054652880355%, Training loss: 0.05237695947289467
Epoch: 127, Accuracy: 97.96898079763663%, Training loss: 0.05145196616649628
Epoch: 128, Accuracy: 98.3751846381093%, Training loss: 0.052172448486089706
Epoch: 129, Accuracy: 98.00590841949779%, Training loss: 0.05798177048563957
Epoch: 130, Accuracy: 98.19054652880355%, Training loss: 0.04002273455262184
Epoch: 131, Accuracy: 98.41211225997046%, Training loss: 0.05325060337781906
Epoch: 132, Accuracy: 97.93205317577548%, Training loss: 0.04543222859501839
Epoch: 133, Accuracy: 97.93205317577548%, Training loss: 0.04802301526069641
Epoch: 134, Accuracy: 98.22747415066469%, Training loss: 0.04649801552295685
Epoch: 135, Accuracy: 98.301329394387%, Training loss: 0.04902886226773262
Epoch: 136, Accuracy: 98.04283604135894%, Training loss: 0.04791407287120819
Epoch: 137, Accuracy: 98.11669128508125%, Training loss: 0.05161542817950249
Epoch: 138, Accuracy: 98.00590841949779%, Training loss: 0.04057251289486885
Epoch: 139, Accuracy: 97.85819793205317%, Training loss: 0.04468337446451187
Epoch: 140, Accuracy: 97.96898079763663%, Training loss: 0.0591609887778759
Epoch: 141, Accuracy: 98.1536189069424%, Training loss: 0.04997488856315613
Epoch: 142, Accuracy: 97.78434268833087%, Training loss: 0.03846104070544243
Epoch: 143, Accuracy: 97.85819793205317%, Training loss: 0.05046055465936661
Epoch: 144, Accuracy: 97.85819793205317%, Training loss: 0.051921140402555466
Epoch: 145, Accuracy: 98.26440177252584%, Training loss: 0.05145565792918205
Epoch: 146, Accuracy: 98.19054652880355%, Training loss: 0.04224859178066254
Epoch: 147, Accuracy: 97.96898079763663%, Training loss: 0.051177188754081726
Epoch: 148, Accuracy: 97.85819793205317%, Training loss: 0.05868708714842796
Epoch: 149, Accuracy: 98.11669128508125%, Training loss: 0.04211510345339775
Epoch: 150, Accuracy: 98.41211225997046%, Training loss: 0.03958294168114662
Training complete. Time elapsed: 1.3056344985961914s
Saving best model with accuracy: 98.41211225997046
Starting testing
Test accuracy: 0.9951994091580503
gBye, have a lovely coding day!
